id;duration;conference;venue;location;season;year;document;
Non-Hermitian Z2 Photonic Topological Insulators;15 min;17th International Congress on Artificial Materials for Novel Wave Phenomena;Minoa Palace Resort;Chania;Summer;2023;talk_metamaterials17_2023.pdf;
